,ID,name,category,main_category,goal,pledged,state,backers
94207,1559690174,28mm Ready Made Bases for Mantic's Fantasy Kings of War,Tabletop Games,Games,300.0,26.0,failed,1
94243,1559886750,Incursio,Video Games,Games,10000.0,5.0,failed,1
94245,1559889129,Allan Banford Art Solo Exhibition London / New York,Painting,Art,5000.0,253.0,failed,2
94250,1559932944,cupcakes and coffee,Food,Food,50000.0,1.0,failed,1
94261,1560027995,Encounter,Shorts,Film & Video,500.0,531.0,successful,27
94265,1560102873,Sin of the Father,Thrillers,Film & Video,200.0,201.0,successful,5
94283,1560198009,ChilliBud: The renewable energy microclimate,Product Design,Design,40000.0,247.0,failed,8
94299,1560278337,Big Bad City's Summer 2013 Collection,Fashion,Fashion,2000.0,2193.0,successful,67
94308,1560340914,Oracus: The Emerald Pairing,Fiction,Publishing,2000.0,0.0,canceled,0
94330,1560409577,Have a Word With Yourself,Music,Music,1000.0,1.0,failed,1
94332,1560420632,Nervous Dating - Dating for the Socially Awkward,Web,Technology,10000.0,240.0,failed,7
94336,1560454822,Studio Creation! (Canceled),Photography,Photography,2500.0,25.0,canceled,1
94340,1560481240,Higham Whiskyboards - For Exploring Scotch Whisky.,Product Design,Design,10000.0,13575.0,successful,147
94357,1560553324,OPTIC - UWL 2016 Final Exhibition,Photography,Photography,1000.0,20.0,failed,1
94358,1560554553,Boxed Genie,Immersive,Theater,200000.0,0.0,failed,0
94398,1560762302,The SlideIdentity watches:  Pure Italian Design (Canceled),Product Design,Design,30000.0,695.0,canceled,23
94426,156091234,Just your average tom (Canceled),Literary Journals,Publishing,8000.0,27.0,canceled,1
94428,1560932116,"Marta Carillon ""Flying in Silence"" Debut Album",Pop,Music,5000.0,5011.77,successful,90
94430,1560938645,Jooniper June and the Snake,Shorts,Film & Video,1500.0,6.0,failed,2
94462,1561166395,The Wall of Answered Prayer - UK National Landmark,Public Art,Art,45000.0,47215.0,successful,692
94476,1561293126,The W23D Aerial Photography Project (Canceled),Places,Photography,3850.0,0.0,canceled,0
94482,1561323696,"Ginger Lacey's Logbook, 1,000 numbered facsimile copies.",Nonfiction,Publishing,25000.0,330.0,failed,9
94492,156139490,The Sceptic Truth: Issue #01,Comics,Comics,3750.0,238.0,failed,15
94511,1561571519,Original Party Game for Teenagers and Adults,Tabletop Games,Games,10000.0,1017.0,failed,21
94536,1561709336,Tento RemindMe - secure password reminder in a phone app,Apps,Technology,20000.0,1240.0,failed,22
94538,1561712053,An Ambitious Motion Picture,Shorts,Film & Video,800.0,350.5,failed,12
94557,156187231,Inspire Ur Self Dance Showcase,Dance,Dance,700.0,1.0,failed,1
94558,1561872834,The Original Cowly - Art Toy,Art,Art,3100.0,1879.0,failed,70
94565,1561929138,Box Fresh,Narrative Film,Film & Video,2500.0,3038.0,successful,111
94570,1561974557,"Little Noah, Bilingual (ENG/ESP) Beautiful illustrations :)",Children's Books,Publishing,7500.0,657.0,failed,10
94571,1561975670,Creative Scale and Chainmail Designs,Fashion,Fashion,200.0,264.0,successful,18
94576,1562003026,GREEK GROVES - Mapping  Crete's Ancient Olive Trees,Nonfiction,Publishing,11350.0,629.0,failed,31
94579,1562019454,"Faustaff, or the mockery of the soul",Theater,Theater,600.0,53.0,failed,2
94580,1562021979,Bot Hits,Live Games,Games,444000.0,0.0,failed,0
94587,1562041478,Lego Series,Film & Video,Film & Video,110.0,41.0,failed,3
94594,1562082559,Bloods thicker... (Crime and Gangster film),Action,Film & Video,100.0,140.0,successful,5
94601,156210568,Radiator Squirrel. Surprising new invention that saves money,Hardware,Technology,50000.0,641.0,canceled,4
94623,1562234421,OMEGA - A Psycholigcal Horror Film,Shorts,Film & Video,1000.0,81.0,failed,7
94625,1562246727,Munchies.,Food,Food,4000.0,987.0,failed,32
94635,1562285710,The Golden Age of Television - a print series,Graphic Design,Design,200.0,218.0,successful,5
94639,1562295113,Windrush Community,Immersive,Theater,900.0,1020.0,successful,24
94676,1562498529,KVELING,Shorts,Film & Video,1000.0,66.0,failed,5
94678,1562502251,Tiny Battlemats for Wargamers (Canceled),Tabletop Games,Games,10000.0,1977.0,canceled,30
94700,1562598964,Help Get SexyTime Apparel Up And Running,Apparel,Fashion,3000.0,2.0,failed,1
94707,1562647650,Company Chocolates,Events,Food,5000.0,0.0,failed,0
94716,1562719623,Demise of Denmark Street,Documentary,Film & Video,15000.0,885.0,failed,35
94746,1562897248,"""This is Living"", the debut play from Falling Through Water",Theater,Theater,5000.0,5050.0,successful,54
94752,1562930950,Amyth - A Feature Film Pilot,Narrative Film,Film & Video,10000.0,266.0,failed,11
94776,1563087745,Fuel for 2016 Calendar,Calendars,Publishing,2000.0,886.0,failed,10
94794,1563245454,The Living Library (Canceled),Immersive,Theater,4000.0,306.0,canceled,6
94796,1563249704,Lost Vintage Recordings,Music,Music,2000.0,0.0,undefined,0
94799,156325247,Help me fund - The Dunk Times!,Nonfiction,Publishing,1000.0,10.0,failed,2
94812,1563326182,How to Win Against History: a Fabulous Musical about Failure,Musical,Theater,500.0,500.0,successful,1
94818,1563349455,Caf� Namaste - A vegan caf� & shop in the heart of Oldham.,Vegan,Food,15000.0,577.0,failed,13
94842,1563511643,Space Killer : Lost in Space THE VIDEOGAME,Video Games,Games,1200.0,2.0,failed,2
94843,1563514304,JACKEY - Wallet & Key-Organizer,Product Design,Design,9000.0,4248.0,failed,147
94850,1563586425,Love studio40,Stationery,Crafts,750.0,0.0,failed,0
94861,1563623456,Maurice The Loris - The Rarest of the Rare,Children's Books,Publishing,500.0,846.5,successful,48
94911,1563926155,Bread For Sale: An Education In Bitcoin,Mobile Games,Games,15000.0,0.0,failed,0
94912,1563936242,Game Party. Set of multipurpose playing cards (Canceled),Design,Design,7500.0,1857.0,canceled,51
94927,156404044,The Vi Card Holder / Wallet.,Product Design,Design,5000.0,10349.5,successful,468
94936,1564107603,Earthly Pleasures: A Fashion Film,Shorts,Film & Video,2000.0,2036.0,successful,21
94969,1564297247,Flint&Steel,Tabletop Games,Games,4500.0,1239.0,failed,26
94970,1564302021,Z War One (Canceled),Tabletop Games,Games,10000.0,15791.0,canceled,198
94987,1564395021,Let's Make More Awesome Logos!,Graphic Design,Design,25.0,50.0,successful,2
94989,1564402198,Help us create beautiful post-breast cancer lingerie,Apparel,Fashion,5000.0,5613.0,successful,83
94991,1564419796,THE JAAKHIN - SHE IS WAITING...,Narrative Film,Film & Video,2000.0,2230.0,successful,21
95007,1564511757,The Child of Prophecy (Canceled),Video Games,Games,9500.0,5.0,canceled,1
95013,1564543475,Unnecessary Sentience - A point-and-click adventure!,Video Games,Games,1000.0,1154.0,successful,76
95033,1564655493,Brass Band Concert on Ben Nevis,Classical Music,Music,600.0,680.0,successful,26
95078,1564910153,Dis/Connected- Dystopian Short film,Shorts,Film & Video,500.0,562.0,successful,15
95088,156498737,Elite Battalion Commander,Video Games,Games,2000.0,26.0,failed,3
95090,1565007547,'The Downfall of the School' Live Concert Recording,Musical,Theater,500.0,750.01,successful,59
95099,1565037756,Apps,Software,Technology,100.0,6.0,failed,2
95117,1565160242,Unique in-camera film-making app: by 'straight 8' film comp.,Film & Video,Film & Video,20000.0,1022.0,failed,21
95118,1565160975,The Chosen Saga: Girl of Myth and Legend,Young Adult,Publishing,6500.0,745.0,failed,13
95137,1565285106,Book Titans,Publishing,Publishing,65000.0,0.0,failed,0
95171,1565511249,Stag do,Documentary,Film & Video,20000.0,0.0,failed,0
95186,156560981,Color Warz : Dark Threat (Canceled),Tabletop Games,Games,30000.0,16469.6,canceled,131
95199,1565666794,Wac Arts Longevity Project,Performance Art,Art,15000.0,15022.33,successful,209
95204,1565700653,Cube Sync (Canceled),Games,Games,8000.0,60.0,canceled,4
95205,1565704930,Evie Bowman : Agent of D.A.I.T.,Action,Film & Video,350000.0,132.0,failed,8
95225,1565841310,"Manufacture of the ""Pulit"" -  an adjustable bungee cord",Product Design,Design,5000.0,1421.0,failed,29
95230,1565870777,Black Market Beer - Craft Beer subscriction to your door,Drinks,Food,5000.0,187.0,failed,4
95232,1565882810,THE ELEMENT IN THE ROOM... by TANGRAM THEATRE COMPANY,Musical,Theater,3000.0,3050.0,successful,80
95233,1565887442,Reboot Robot,Video Games,Games,10000.0,5.0,failed,1
95243,1565958397,Asteroid Base & Space Station,Tabletop Games,Games,250.0,4010.0,successful,75
95263,1566100635,Car Collectors Of the World / Book and photo project.,Photography,Photography,20000.0,520.0,failed,16
95265,15661032,Graphic landmark posters,Graphic Design,Design,300.0,509.0,successful,17
95273,1566150168,p (Canceled),Video Games,Games,1500.0,35.0,canceled,4
95302,156632595,Muted - The Album,Pop,Music,4750.0,5930.0,successful,89
95308,1566342967,Boff Bonfire tee,Apparel,Fashion,1000.0,28.0,failed,2
95311,156637362,Mary Mouse Designs - A Tiny Dancer & Her Mighty Dream....,Illustration,Art,3000.0,3217.0,successful,101
95317,1566402061,Thinkle Thopolous and the Wonderful Shidderpip,Children's Books,Publishing,8000.0,286.0,live,15
95319,1566414828,www.Myfunkykid.com,Fashion,Fashion,2000.0,0.0,failed,0
95328,1566465980,Solar Storm,Video Games,Games,30000.0,733.0,failed,40
95343,1566509479,Cardiacs Songbook (Canceled),Rock,Music,500.0,236.0,canceled,11
95348,1566528775,"Design,create & produce World Cup tees for Rio 2014.",Fashion,Fashion,2000.0,0.0,failed,0
95370,1566632896,Help make Reinhelm a Reality!!!,Film & Video,Film & Video,1500.0,0.0,failed,0
95371,1566637252,LUX LOCUS | UCS BA (HONS) PHOTOGRAPHY DEGREE SHOW 2014,Photography,Photography,1250.0,1800.5,successful,90
95380,1566673337,Pentagon Theatre's 'Forever House',Festivals,Theater,1500.0,1505.0,successful,31
95388,1566722504,SITYEA � YOUR GOOD POSTURE ADVISOR,Technology,Technology,34700.0,176.0,failed,8
95396,156675533,The Great War: 1914-1918 (Canceled),Video Games,Games,400000.0,872.0,canceled,29
95404,1566781115,Iron Champ Clothing | Soul of Legends,Fashion,Fashion,3500.0,153.0,failed,6
95411,1566821035,Poster Designs - Beyond Accuracy,Art,Art,1500.0,1550.0,successful,12
95417,1566844198,Help Lotus Youth Dance Company Get To U.Dance 2015,Dance,Dance,500.0,520.0,successful,29
95419,1566848908,Waltzing Matilda? (Canceled),Theater,Theater,175.0,30.0,canceled,1
95425,1566873434,Unsigned Festival,Music,Music,5000.0,0.0,failed,0
95432,156689961,Roe Deer Luxury Vodka,Food,Food,23000.0,171.0,failed,5
95442,1567012120,King of the North 2016,Live Games,Games,250.0,251.0,successful,12
95444,1567031296,The Last Assumption,Shorts,Film & Video,500.0,60.0,failed,4
95482,1567254516,THE 2014 OBITUARY ALMANAC: 52 Stars Gone but not Forgotten,Nonfiction,Publishing,5000.0,0.0,failed,0
95491,1567284456,Candy Crave - UK based American Candy Subscription Box,Small Batch,Food,3500.0,291.0,failed,16
95506,1567382807,Southampton University Formula Student Team (SUFST),Design,Design,500.0,538.0,successful,20
95512,1567415749,Lost in another London : A different view of the city,Photobooks,Photography,2500.0,0.0,canceled,0
95523,1567500463,Software - KSP Launcher,Technology,Technology,80.0,141.0,successful,22
95546,1567597021,Sofiamoore.com - Cocktail Project,Fashion,Fashion,15000.0,22.0,failed,3
95547,15675990,HARMONY BEAR,Children's Books,Publishing,5000.0,90.0,failed,4
95549,1567612153,Wingman Webseries,Comedy,Film & Video,300.0,411.69,successful,22
95564,1567692502,Kombu,Cookbooks,Food,11000.0,151.0,failed,2
95574,1567771806,Gray Blood Cells go to New Blood!,Design,Design,700.0,1218.45,successful,29
95581,1567794127,Alibi Second E.P. + Music Video,Indie Rock,Music,250.0,350.0,successful,17
95583,1567803904,HappiJar - Store. Share. Shake the Happiness,Apps,Technology,3000.0,1805.0,failed,46
95586,1567829613,Recordly,Apps,Technology,1000.0,1.0,failed,1
95593,1567859933,Raw: A Trendy Approach to Automatic Mechanical Watches,Product Design,Design,20000.0,336.0,canceled,3
95595,1567861998,Design & planning applications - Residential extensions etc,Architecture,Design,5000.0,0.0,failed,0
95613,1567949860,LaserCut IDEAs PLYDO Desk Oragniser,Product Design,Design,100.0,361.0,successful,13
95616,1567961429,The Sexy selfie t-shirt project,Ready-to-wear,Fashion,3500.0,746.0,failed,12
95622,1567999219,Find New Friends Website/App,Web,Technology,15000.0,20.0,failed,1
95656,1568173954,RAW Gymwear - Bodybuilding & Fitness Apparrel,Apparel,Fashion,1000.0,0.0,failed,0
95659,1568197063,Secret Shopper Scotland,Documentary,Film & Video,3950.0,0.0,failed,0
95672,156830731,Crash Limited Edition Screen Print Poster,Graphic Design,Design,1000.0,1241.0,successful,29
95680,1568340206,Harry's Troubled Life,Narrative Film,Film & Video,50000.0,0.0,failed,0
95681,1568340352,Nesta's Ark Animal Care Videos,Webseries,Film & Video,500.0,11.0,failed,2
95686,1568381075,Gateway to the Continent - Britain's High Speed Rail,Documentary,Film & Video,750.0,40.0,failed,3
95691,1568406694,Ladders Up 3D- Game which Cages You! Multiplayer-Multilevel,Video Games,Games,85000.0,109.0,canceled,3
95694,1568415128,Van of Many Words (The VMW),Public Art,Art,44580.0,23.0,failed,4
95699,1568457098,Scottish Blitz Chess Championship,Tabletop Games,Games,1000.0,1026.0,successful,23
95703,1568476091,DOLLS - Crime / Horror Film By Hungry Wolf Productions,Horror,Film & Video,500.0,953.0,successful,25
95704,1568487872,GameStars,Video Games,Games,50000.0,10.0,failed,1
95705,1568488816,Street Kart - The Original Multiplayer Kart Racing Game!,Video Games,Games,15000.0,3233.0,failed,46
95716,1568579350,SUPER MEGA BEST CAT ADVENTURES,Video Games,Games,10000.0,972.0,failed,71
95717,1568581399,Help Greg record his first professional single - Frost,Music,Music,250.0,260.01,successful,11
95723,1568604355,Elle's Debut Album,Pop,Music,6000.0,51.0,failed,2
95731,1568694833,Heavy Hittaz Wear Health & Fitness,Apparel,Fashion,5000.0,1.0,failed,1
95733,1568752096,Custom converse hand painted,Footwear,Fashion,550.0,214.0,failed,2
95743,1568794399,Hard DayZ: Survival,Tabletop Games,Games,30000.0,130.0,failed,4
95763,156889803,Filthy Weather: RAIN SKIRT. Wrap on a layer of GB style.,Ready-to-wear,Fashion,3400.0,1761.0,canceled,26
95772,1568927361,Deal With It: A party game for mean friends,Tabletop Games,Games,5000.0,17900.0,successful,620
95776,1568943199,Ototo: Make Music from Anything,Sound,Technology,50000.0,73589.0,successful,915
95790,1569024251,Patiently carved original kitchen utensils from fruit trees,Woodworking,Crafts,2000.0,280.0,failed,2
95792,1569027859,Apotropaios - The Archaeology of Averting Evil in the Home.,Nonfiction,Publishing,6500.0,1438.0,failed,35
95798,1569059176,The Amorikaza 2014 Project,Games,Games,250.0,5.0,failed,1
95807,1569111098,Dryfest 2014,Music,Music,650.0,65.0,failed,2
95820,156919373,Exhibition and new explorations in painting,Art,Art,465.0,600.0,successful,12
95826,1569218992,Jazz & Blues Music Show,Television,Film & Video,150.0,0.0,failed,0
95830,1569241838,The Vedanta Experience,Webseries,Film & Video,6300.0,1566.0,failed,17
95854,1569370947,The Elephant in the Room (Canceled),Drama,Film & Video,7000.0,4913.0,canceled,73
95875,1569512438,CCCU Photography (14.17) One Tenth Of Everything,Photography,Photography,300.0,355.0,successful,15
95880,1569533729,The Guide to Europe - The Dice Game (Canceled),Shorts,Film & Video,5000.0,5.0,canceled,1
95886,1569561665,Press my debut EP on vinyl (Canceled),Electronic Music,Music,720.0,130.0,canceled,5
95893,1569599519,Fluid Radio YourwaY,Software,Technology,750.0,0.0,failed,0
95896,1569619060,So Long Solemn - the debut album from Bouche,Music,Music,3400.0,3507.0,undefined,0
95932,1569827262,The Stand,Product Design,Design,5000.0,2109.0,live,50
95957,1569964512,Wilybeasts! (Canceled),Children's Books,Publishing,5000.0,132.0,canceled,2
95961,157001824,Debut album from Spiderbytes & Papercuts,Rock,Music,150.0,1.0,failed,1
95978,1570073155,oddball Aeronauts: Pirates vs. The Pendragon,Tabletop Games,Games,15000.0,30907.0,successful,1557
95983,1570099237,Tail of the Cat Mummies by David Franklin Shutts,Fiction,Publishing,20000.0,0.0,failed,0
95997,157016876,Introducing Chris Jay - The EP (Canceled),Electronic Music,Music,1750.0,70.0,canceled,5
96004,1570203451,"My Dictionary: Literacy, Creativity, Confidence.",Web,Technology,100000.0,1.0,failed,1
96010,15702323,Endgame by Samuel Beckett,Festivals,Theater,200.0,200.0,successful,13
96047,157051732,Help Create the first Weatherbies Children's Story Book,Children's Books,Publishing,6500.0,6670.0,successful,36
96049,1570523070,THE BRITS & BIGFOOT,Documentary,Film & Video,27000.0,341.0,failed,10
96050,1570538154,Lipatchi: Homemade Lip Softener & Lightener for Everyone!,Fashion,Fashion,150.0,55.0,canceled,3
96074,157068289,Two Thirds @ the Edinburgh Fringe Festival,Festivals,Theater,800.0,800.0,successful,9
96078,1570701792,Hope Dies Last - Student Short Film.,Shorts,Film & Video,130.0,30.0,failed,2
96094,1570794812,Labyrinth Lord - the computer game (RPG) (Canceled),Video Games,Games,7500.0,70.0,canceled,7
96098,1570827464,Art Tutorials DVD collection,Digital Art,Art,23000.0,11.0,failed,5
96099,157083430,Cage Match: The World's First Nicolas Cage Dating Website,Web,Technology,20000.0,3193.0,failed,30
96103,1570859582,This is Business for Edinburgh Fringe 2016!,Festivals,Theater,600.0,658.0,successful,58
96105,1570879926,"SiShou - Four Beasts, Playing Cards Printed by USPC",Graphic Design,Design,9500.0,5577.0,failed,256
96120,1570956230,51 Adventourous Activities for families in Wales (Canceled),Nonfiction,Publishing,2500.0,0.0,canceled,0
96133,1571057589,Get the word out,Film & Video,Film & Video,1500.0,87.0,failed,7
96146,1571146505,Taking TYD Magazine to the masses!,Periodicals,Publishing,15000.0,20.0,failed,2
